content,score,Year,Month,Day
"Kenapa tiba² hrs update dn malah g bs dibuka dgn tampilan baru....hanya logo putih, tulisan unggu..sungguh parah.....g bs kebuka sama sekali...maaf ya bintang satu",1,2023,8,12
"Sy lebih suka tampilan KAI mobile yang lama! Tampilan yang baru ini setelah di upgrafe jadi lwbih ribet , ga sesimple seperti sebelumnya. apk KAI yg sblmnya kalau tiket sudh habis ga ada di tampilkan di bagian list. Sekarang ini , udh habis pun tiket nya tp masi aja muncul di bagian list -_-",1,2023,8,12
"Update baru malah minta update data, sudah dpt otp ini isi otp nya dmn ga ada lanjutannya, jadi ga bisa pesen tiket pake kai access harus upgrade ke basic, upgrade ke basic aplikasi error mulu, alhasil pesen tiket balik ke jaman batu pake web kai.id , klo aplikasi belum siap jangan di go live dulu, testingnya yg bener, ini aplikasi sekelas kai bumn loh... ko kaleng2, semoga kedepannya lebih baik",1,2023,8,12
"Terima kasih, akhirnya bisa terupdate juga, tampilan UI nya mengkeren dari sebelumnya 👍",5,2023,8,12
"Habis diupdate kok makin parah ya, suruh upgrade data terbaru ok gpp saya upgrade, pas masukin no HP dan minta otp, baru klik kok tulisan nya udah sering meminta otp. Otp masuk tp gak ada kolom otp... Lah gimana sih kai, drdulu kok ngajak bercanda :D. Jd intinya apk kai itu buat yg ada ada an aja di PlayStore, kalo mesen tiket sbaiknya kalian ke loket di stasiun :).",1,2023,8,12
"Aplikasinya pas mau dibuka di awal, loading ngebukanya lama banget, mungkin bisa dipercepat kedepannya",3,2023,8,12
"Kok setelah update jadi ga bisa masuk, disuruh upgrade member basic, tapi setelah proses malah tidak bisa idnum sudah terigister, program error'. Menyebalkan",1,2023,8,12
"Saran: untuk pembelian tiket jarak jauh kalau sudah habis tulis habis, jgn tulis harga mulai dri sekian tapi pas di klik zonk,",3,2023,8,12
maaf. serius ini ?? bukanya tmbah bener mlh mkin ga jelas. coba tampilan tiket jgn sperti itu. bagusan tampilan yang versi sebelumnya. ngikut² aplikasi sebelah tp g bisa ngikutin. maaf apa adanya sy nulis.,1,2023,8,12
"Baru saja update, malah tidak bisa login, bagaimana ini? Kendalanya gak bisa login, pd saat sudah masukan OTP muter2 terus, pdhl jaringan internet bagus, bahkan pakai wifi juga sama .",1,2023,8,13
"Permisi min, ko baru download mau daftar karna buat punya akun ga ada pilihannya ya di aplikasinya",3,2023,8,13
Tampilan baru. Bukan lebih mempermudah tapi lebih mempersulit. Kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access.,1,2023,8,13
Setelah update jadi ga user friendly dan lebih ribet. Qris juga ga ke detect waktu bayar.,1,2023,8,13
"Apps baru informasinya ribet banget infonya, ga isa liat langsung waktu kereta datang di tiap stasiun harus cari dulu. Terus top up ga isa semua bank, jadi kena charge",2,2023,8,13
"Baru liat, dan baru tau ternyata apk nya bisa perbarui otomatis tapi setelah itu saya sulit untuk masuk lagi dan cek tiket saya karena susah upgrade.. Kecewa 😟",1,2023,8,13
Aplikasinya sdh bagus hanya saja saat pilih kursi tdk akses pakai pembaca layar talk back buat tuna netra Kala pilih kursi masih bagus aplikasi lama tampilan pilih kursi tersedia atau terisinya,4,2023,8,13
"Saya pesan tiket atas nama saya, tapi yang naik nenek saya mengapa tidak boleh. Kan sudah bayar, tiketnya sudah ada, aturan kan bisa. Tolong diperbaiki pelayanannya",1,2023,8,13
"Udh update tapi lemot banget, mending yg lama satset",1,2023,8,13
Tolong aplikasi nya diperbaharui lagi kenapa harus login member dan loginnya sangat2 ribet ini semakin buruk tolong perbaiki lagi,2,2023,8,13
"Habis diperbarui malah gabisa dibuka, gimana coba",2,2023,8,13
Begitu buka aplikasinya layar blank. Semakin buruk tampilannya.,1,2023,8,13
Ini tampilan baru kenapa gak bisa masuk apl ya,4,2023,8,13
"Sementara saya kasih bintang 2, apknya memang udah good nice. Akan tetapi saat pembayarannya rada ribet. Mohon dong E-wallet spt GoPay dan Dana diadakan dong, sehingga saat pembayarannya tidak ribet. Terus E-Banking, pada saat transaksi ada kendala juga. Mohon ditingkatkan layanannya, sehingga konsumen nyaman.",2,2023,8,13
"Mau tanya kak, terdapat menu transfer tiket, itu fungsi menu tsb apa ya? Namun ketika di klik pilih daftar penumpang tidak bisa dipilih, terima kasih",5,2023,8,13
Update terbarunya keren makin simple dan satset udah ada semua,5,2023,8,13
malah makin buruk. data diri jadi ngaco trus tiap mau diperbaiki loading mulu. pembayaran gabisa pake Qris lg. sedangkan pembelian tiket harus online gabisa offline paraaaaaahhhh,1,2023,8,13
Loading parah udah 2 kali pesen tiap mau pembayaran loading nya lama sampe 2 kali gagal pembayaran,1,2023,8,13
Kok aplikasinya lelet banget sekarang tolong perbaiki dong bug nya,1,2023,8,13
"Brusan update mau masuk cm layar putih aza,, g bisa di gunakan... Sistem nya gimana ini🤦‍♀️🤦‍♀️🤦‍♀️",1,2023,8,13
kenapa setelah update tidak bisa login untuk pesan tiket?,1,2023,8,13
"Mohon di perbaiki, lagi servernya biar tidak lemot terima kasih",1,2023,8,13
"update jadi berat, baru buka udah ngeblank putih doang. UX buat lihat detail harga yang masih tersedia ribet. harus bukain satu2. semoga diimprove",1,2023,8,13
"Update besar-besaran dari tampilan dan lain sebagainya. Tapi banyak sekali masalah dan bug di app, kalo mau rilis app terbaru maksimalin kualitasnya.",1,2023,8,13
"Setelah di upgrade makin error ,gak berfungsi ,gak bisa login ,,beli tiket gak bisa di isi ....kacawwwwww",1,2023,8,13
"update baru malah hancur bos.. gak bisa login, aplikasi dihapus donload lagi masih tetep tdk bisa login juga",2,2023,8,13
"Setelah di update kok ngawur. Log in harus di ulangin 30 menit karna ngga bisa. Setelah log in menu2 di apps nya lemot ngga bisa di buka. Eh sekarang malah akun nya ke log out sendiri, harus log in lagi. Terus kode OTP nya ngga bisa. Tau deh gmana lagi.",1,2023,8,13
"Saya ubah jadi 2, setelah di update malah jadi ngelag, trus gak bisa dipake aplikasi nya",2,2023,8,13
"Tampilan oke lah menarik ,karna ngga baca ulasan yg pernah upgrade ,saya main upgrade aja , imbas nya saya yg buru buru jadi ketinggalan waktu sama kereta, karna lemot nya apk, dan semua rencana ketetran , makasih 🙏🏻",1,2023,8,13
"Aselinya sering pake apk ini.giliran versi terbaru jd menyusahkan.booking selalu time out.penanda waktu selalu 00:00.ya pantes aja.uda log in pake no hp dan email, tetep aja setiap booking time out terus.belum lg UI nya memusingkan.",1,2023,8,13
Baru d upgrade ehh mau pesan tiket gk bs berhenti d jumlah penumpang...mau cari ka nya apa gak bs..saya hrs bagaimana nih,1,2023,8,13
"Tampilan masih enak dulu . Tampilan sekarang kayak pelangi, perpaduan warna kurang cocok",1,2023,8,13
Kenapa waktu update jadi mamber basic kode verifikasi lewat sms gak bisa bisa ya...,1,2023,8,13
"Bagus nih, tampilan enak diliat dan enteng juga apk nya ga berat",5,2023,8,13
setelah diupdate gak bisa dark mode jasi susH baca menunya parah gak firue mode gelap,1,2023,8,13
Koq jadi nggak bisa buka aplikasi KAI nya yaa setelah saya upgrade. Padahal tadi nya lancar jaya .... Ini kenapa malah lemottt nggak bisa di bukaaaa,2,2023,8,13
"Setelah upgrade an terbaru malah jadi error, terutama pada saat akan mencari jadwal keberangkat kereta. Selalu muncul kata ""connecting train"" pada sudah di refresh berkali kali Ayo dong di cek ulang kembali",1,2023,8,13
"Di update malah logout sendiri, pas mau login lagi gabisa, minta otp enfga masuk masuk",1,2023,8,13
"Parah, gmn si baru aja download & login bisa, tpi malah disuruh upgrade basic tpi muncul notifikasi merah, di cek data udah bener tetep aja muncul notifikasi merah",1,2023,8,13
"Org baru mau percaya sama transportasi umum, ehhh malah nurunin kualitasnya sendiri,",1,2023,8,13
"ada aplikasi oke..... .. Tapi setelah update, semakin parah loading nya, & sering keluar aplikasi sendiri !",1,2023,8,13
"Aplikasinya lemot, kebanyakan fiture Aplikasi jembot, kebanyakan kreatif aplikasinya sampe gabisa di pakai",1,2023,8,13
"POIN PENTING REVIEW KAI ACCESS > ACCESS BY KAI 1. Dari semua yg paling mencolok adalah fitur pemesanan opsi RAILFOOD dan LAYANAN LAINNYA seharusnya tidak perlu masuk, biarkan itu dipesan sendiri. Karena menurut saya jadi tidak efisien saat masa hari raya yang trafic pemesanan tiket padat, apalagi jika dikejar waktu. 2. Kemudian pemilihan kursi, tampilan denah kursi terlalu besar sehingga harus scroll lama dan tidak ramah penggunaan, begitu kiga dengan opsi gerbong yang ada dibawah seperti itu.",2,2023,8,13
"aplikasi makin ribet pesan tiket saldo terpotong kode boking tidak ada, aplikasi sering eror bukannya mempermudah malah mempersulit",1,2023,8,13
Ini ko setelah update versi terbaru malah lemoot ya loading nya. Muncul tampilan putih dulu lumayan lama Jadi kurang efektif malahan. Mohon disempurnakan kembali,4,2023,8,13
"Setelah diupdate kok kereta yg sudah penuh (tiket habis) masih muncul di filter pencarian, harganya juga yg muncul adalah harga termurah (pdhl sudah habis tiketnya) dan bukan harga tiket yg masih tersedia, hal ini menyulitkan saya dalam memilih kereta, mohon bisa diperbaiki, karena hal ini menyulitkan user dalam membeli tiket",1,2023,8,13
"Aplikasinya parah. Susah masuknya. Tiap keluar otomatis logout, mau buka lagi pake otp. Bentar bentar keluar ""conection time out""",1,2023,8,13
Update malah makin lemot gak bisa masuk 🤦🤦 pakai email pakai no hp loading trs ulang lagi,1,2023,8,13
Aplikasi jelek banget setelah di update malah sering bug gabisa kebuka dan lemot banget,1,2023,8,13
"Malah semakin lemot, sulit untuk membuka aplikasinya",1,2023,8,13
"Kenapa setelah di upgrade jadi lemot,mau masuk juga susah banget .",1,2023,8,13
Aplikasi dengan tampilan baru malah sering eror.. Masih enakan aplikasi yg lama,1,2023,8,13
Setelah di upgrade tampilan baru bukan nya makin baik malah makin buruk apk payah....,1,2023,8,13
Ternyata semua nya mengeluh lemot sama ya... bagus dan lebih baik sebelum nya tolong segera di benahi karena kami butuh aplikasi yang cepat ini bener bener sangat lemot email dan nomor telepon tidak bisa masuk masuk,1,2023,8,13
"Kog buka apk dengan tampilan baru, layar jadi gelap dan lama sekali untuk buka nya...? Kenapa dengan apk ini, untuk buka saja lama banget sampai 5 menit gk terbuka²... Tolong respon dong min..",1,2023,8,13
"Setelah kena auto update, jadinya malah kesulitan beli tiket. Banyak halaman yang harus dilewati. Member premium balik ke default. Menu tiket reduksi gak keliatan di mana. 👎",1,2023,8,13
"Loading buka aplikasi terlalu lama, untuk jadwal KRL lebih enak tampilan yang dulu karena bisa lihat jadwal jam seluruh stasiun. Mohon untuk dibenahi lagi kalau bisa ditampilkan jam nya full seluruh stasiun tanpa harus lihat satu satu manual.",3,2023,8,13
"update versi malah bermasalah saat upgrade,tolong perbaiki bugnya,maju terus perkeretaapian indonesia",1,2023,8,13
"Aplikasi barunya ngga bisa dibuka terus!! Tolong dong, mungkin servernya belum siap.",2,2023,8,13
"habis di update malah ga bisa liat jadwal kereta antar kota nge freeze ,gimana ini?",1,2023,8,13
Masukan . Tambahan opsi pembayaran dong min . Pake mobile gitu misalnya,3,2023,8,13
Di upgrade malah jdi lambat sekali. Mending yg dlu aja di pertahankan,1,2023,8,13
Tidak bisa dibuat saat genting ini aplikasi update...minta upgrade ke basic susah masuk...akhirnya beli tiket go show. Sudah 1 bulan mgkn kl dr lihat ulasan banyak keluhan serupa tp blm ada perbaikan?,1,2023,8,13
"Maaf bintang 1 setelah updet, karena klo mau pilih tiket malah nampilin semua relasi tp harus buka satu per satu buat liat ketersediaan, waktunya lama, mending kaya yang awal tampilan langsung direct ke yg tersedia",1,2023,8,13
Udah d update ko gk bisaa login ya lama banget muternya,3,2023,8,13
"Najis aplikasi lemot parah. OTP gk pernah kekirim lemot bangat. Jadi gk jelas ni aplikasi udah bagus yg dulu fiturnya simpel gk lemot, gk papalah tampilannya simpel tapi lancar dari pada tapilan bagus tapi lemot jadi nyusahin user.",1,2023,8,13
Ini kenapa ya aplikasi nya setelah di update ko loding ga bisa di buka?,1,2023,8,13
"Djupdate makin lemot mending aplikasi yg lama, tampilannya oke tapi parah lemot bgt",2,2023,8,13
Parah setelah di update malah logout sndiri dan skrng gak bisa masuk lagi 😵😵😵 kacau,1,2023,8,13
"Udh isi biodata segala macem masih aja ga bisa masuk ke basic ,pasti aja ada salah satu yg salah no telpon lah atau nik ktp . Pelayanan jadi jelek",1,2023,8,13
"Tiba² update sendiri dan gak bisa masuk pakek akun lama karna harus login ulang. Waktu bikin akun baru jg gitu padahal masukin kode OTP nya bener dibilang gak valid terus. Hadeehhhh, enakan versi yg lama!!",1,2023,8,13
"Saya tidak bisa pesan tiket, karena di menu kreta antar kota setelah memasukkan tujuan dan tanggal layarnya error tdk bisa di scrol ke atas untuk melihat menu di bawahnya.",1,2023,8,13
"Tiket yg udah di beli seminggu ilang semua gegara harus update. Ga ke detect. Jgnkan seminggu, yg barusan di beli aja ga nampak tiketnya",1,2023,8,13
"Maaf update terbaru ini masih sangat tidak matang untuk dipubliskan karena ada kekurangan yang sangat fatal, update harga kereta untuk kereta yang sama, kelas yang sama dan pemberhentian di kota yang sama tetapi stasiun yang berbeda (malang kota dan malang kota lama) memiliki harga yang berbeda jauh.",1,2023,8,13
"Untuk proses pemesanan tiket lokal lama banget loadingnya, sampe ada notif waktu anda habis, utk pembayaran ovo juga susah bener",1,2023,8,13
apaan nih?habis update malah jadi bikin bingung saat pesan tiket..gak langsung keliatan mana tiket yg tersedia dan mana yg habis.hrus dibuka dlu nama keretanya..,1,2023,8,13
Jujur aja lebih bagus dan simpel versi yang lama min.untuk versi terbaru aneh banget tampilan nya bikin bingung dan malah lebih ribet.tolong di perbaiki kalo perlu di bikin tampilan seperti versi yang lama aja.nanti saya tambah bintang nya.,2,2023,8,13
Mau upgrade ke account basic tapi masih ada bug gabisa verifikasi code ah kenapa ini KAII,1,2023,8,13
"pas buka aplikasinya cuman muncul layar yg gelap doang, nge lag juga setelah update jadi makin ribet",2,2023,8,13
Tambahkan metode bayar dengan debit bank lain juga. Hmmm jadi SuperApps semoga tidak sering terjadi bug dan lemot ya saat digunakan....,4,2023,8,13
"Team IT KAI gercep donk, sudah banyak keluhan ini dari calon pengguna perihal login eror, data membership kacau dll...banyak keluhan yg disampaikan ke petugas loket dan pelaksana KAI di lapangan dan mereka juga mengakui kalau aplikasi yg baru banyak trouble nya...harusnya mempermudah user tapi bikin tambah banyak keluhan pelanggan Semoga segera diupdate kembali aplikasinya. Trims",3,2023,8,13
"alhamdulillah jd lebih mudah, dulu susah banget kl mau hapus email (akun) krn sdh tdk aktif, skrg kl mau ganti nomer caranya udh gampang bgt. sukaaa",5,2023,8,13
"Harap tolong untuk app nya lemot banget, saya mau ganti tempat duduk saja ga bisa bisa, mohon di benahi",1,2023,8,13
"Bisa ga kyk sebelum diupdate, parah bgt lemotnya. Harus beli tiket online tp aplikasi nya ga mendukung",1,2023,8,14
Setelah di update versi terbaru Aplikasi sulit dibuka dan sering Klose sendiri tidak stabil,5,2023,8,14
"Setelah upgrade bukannya malah baik pelayanannya malah gak bisa bayar karena tertera waktu habis??? Balik aplikasi lama saja lebih baik daripada yang baru... Tolong diperhatikan..., Terimakasih 🙏",1,2023,8,14
"Upgrade biar tambah mudah malah makin ribettttt, loadingnya ya Allah tobatttt deh. Yukkk bisa yukkk benerin aplikasinya, semua udah bergantung via mobile utk mempermudah bukan utk bikin darting😭😭😭😭😭😭",2,2023,8,14
Min ini gimana sih.. setelah di update apl nya keliatan lebih segar.. tapi setelah ganti nomor hp yg baru kok malah saldo KAI pay saya malah ikutan hilang.. mana nomor lama nya sudah mati lagi. Kebuang sia sia dong.. tolong dong ini gimana .?,3,2023,8,14
"Mungkin KAI access berniat meng upgrade apk, tp tolong fitur yg lama seperti jam detail KRL di KAI access lama, jgn dihilangkan Malah bingung mau cek waktu KRL dn cuma setting tujuan ke tanah abang, sdgkn tujuan yg tenjo tigaraksa, ga muncul,",3,2023,8,14
"Setelah upgrade malah super lemot dan sulit di akses,mana udah gak bisa beli tiket langsung kan jadi bingung,padahal sinyal kenceng",1,2023,8,14
"Habis update kok Akun nya jadi gak bisa masuk ya, keterangan emailnya sudah tdk terdaftar lagi, diarahkan buat akun baru.",2,2023,8,14
"Update besar2an aplikasi KAI semakin bagus, respon cepat dan UI keren. Cuma ada kekurangan yaitu metode pembayaran e wallet cuma ada opsi OVO, mungkin kedepan bisa ditambahkan wallet lain seperti gopay, shopeepay, dana atau virtual account.",4,2023,8,14
"Fitur menjadi lengkap namun sangat sulit untuk mengoprasikan. Fitur jadi tambah ribet gak efisien, masih enak apk sebelum update. Gak ada fitur filter nama kereta, tampilan jadi buruk banget, lemot banget, jadi gak fokus apk khusus KAI.",1,2023,8,14
Setelah di update otomatis knpa jadi lola gini woiii,1,2023,8,14
"Banyak fitur menjadi satu, ini baru keren. (Ka Jarak Jauh, Ka Lokal, Ka Bandara, Commuter Line) Mantap.",5,2023,8,14
"Aplikasi sampah, ga guna error loading lama cuih Masih bagus yg dulu",1,2023,8,14
Kenapa GK bisa bayar lewat Indomaret atau Alfamart . Pembayaran Semakin sulit 😭. Lewat kartu kredit khusus mandiri😔,2,2023,8,14
"Update terbaru, tampilan terbaru,bukanya memperbaiki,malah mempersulit, tiket udah habis ngapain masih pada nongol.. lbh suka tampilan yg lama ,simpel dan tidak beribet",1,2023,8,14
Aplikasi gak guna! Di update malah gabisa dibuka,1,2023,8,14
"KIA malah bikin ribet baget yaaa yang baru ini.daftar member basic cek susah baget.kalau model kaya gini nama e mempersulit ini bukan mempermudah masak mau pesen tiket harus datra member basic dulu,udah isi data lengkap terus udah ditekan lapor nya suruh lengkapin padahal udah lengkap.tolong dehh model lama aja kai nya dari pada dibikin susah Ama ribet kaya gini.",2,2023,8,14
Setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline..,5,2023,8,14
"Di hp saya tampilan masih sama kayak sebelumnya, mana katanya update???? Tampilan ga seperti gambar yg tertera di play store. Nah bintang 5, udah okel",5,2023,8,14
"Kenapa pas diupdate app, data pengguna ""lama"" harus upgrade, malahan upgradenya susah akses penuh akses penuh coba lagi satu jam😭😭😭😭😭, harusnya data pengguna lama otomatis terdaftar di app baru, kecuali kalo pengguna baru, harus melalui step2 tsb, jangan dipersulitlah",1,2023,8,14
Bagaimana ini di uprede terbaru malah tidak bisa pesan tiket muncul nama2 kereta kita pilih salah satu kreta tidak bisa knp jd ribet begini ya Lebih mudah masih yang lama logo masih warna biru kai bagus yang baru warna agak unggu malah tidak bisa pesan tiket gmn caranya ya pak,1,2023,8,14
Tidak bisa memunculkan e-boarding pass dan tmpt duduk,1,2023,8,14
"Setelah update versi baru hrs bljr lg penggunaannya krn berbeda dg versi sblmnya yg sdh terbiasa tp its Ok, tp versi baru ini makin lelet, saat mau masuk apl loading ckp lama, trs masuk halaman/pilihan lain juga loading tdk sprt apl sebelumnya sehingga saat pembelian tiket bs terlambat. Mhn perbaikan, Apakah apl ini nantinya bisa untuk pembelian tiket KCJB?? tks.",4,2023,8,14
"Masih mwnding aplikasi yg kemarin, setiap buka apk sering bug, ribet setiap masuk harus memasukan kode OTP",2,2023,8,14
"di update bukannya semakin bagus malah ga ngerti sama sistem nya, mesen tiket berapa kali gabisa bisa, sampek 7 kali. tolong diperbaiki lagi sistemnya, masa waktu pemesanan cuma 1 menit, dan kalau mau dapet tiket gabisa milih kursi. padahal milih kursi biar dapet tempat yang enak, INI MALAH TAMBAH GA ENAKKKK. karena harus langsung cepet cepet biar kebagian tiket, kecewa bgt, tolong balikin sistem KAI seperti semula saja",1,2023,8,14
"Aplikasi nya sangat lambat buka aja sangat lama padahal dulu pakai kai acess cepat, takutnya pas mau boarding dari hp ngga bisa karena aplikasi sangat lambat tolong balik saja ke kai access",1,2023,8,14
"Kenapa selalu muncul Idnum already exist terus?udah hapus akun, reset data, uninstall, reinstall lg tetap aja",1,2023,8,14
Lemot parrraaaah Untuk pembayaran jg susah.. harusnya lebih d mudahkan drpd offline dong,1,2023,8,14
"Ini harusnya update biar lebih baik kik malah jadi sampah gini. Mau login aja susah minta ampun. Kalau begini mending gak usah di update, masih lebih baik versi yang dulu. Ini aplikasi kalau masih banyak bug jgn di rilis, udah di trial apa belum sih saat mau di rilis?",1,2023,8,14
"Mohon maaf, ni apllikasi masa tiap kali buka aplikasi harus log in dulu yak, mana log in nya lama bngt, ada kali 30mntan lom kebuka"", gimana ntar pas war tiket promo malah keburu habis duluan yg ada 🥲",1,2023,8,14
Setelah ada update app jadi susah dibuka,2,2023,8,14
"Kok jadi lemot gini sih aplikasinya, saya besok mau ke surabaya naik kereta. Kalau gini terus ya ga bisa scan jadinya ditinggal kereta 😡😡😡😡😡",1,2023,8,14
"Lemotnya ada bgt :( tiba"" ke update sendiri jg, gasuka sama aplikasi kai yg sekarang",1,2023,8,14
"Updatean aplikasiny lemot bener di buka Kai accessny, masih enakan tampilan yg lama sebelum apdet.",1,2023,8,14
"Sampah, ga ada notif update tiba tiba update, gabisa login dari OTP pun lama sekali, update malah tambah gajelas",1,2023,8,14
"Pelayanan sudah bagus tapi aplikasi KAI access yg terbaru makin lemot, kecewa sih",1,2023,8,14
"Update otomatis apps KAI super lemot susah mengakses untuk membuka kembali dan tidak bisa di buka, lebih baik apps yang sebelumnya, tolong update lagi biar kami sebagai pelanggan KAI bisa menggunakan dengan baik dan nyaman. Terimakasih",1,2023,8,14
"Apaan tau abis update malah nge lag parah apl nya, udamah asal keluar apl di suruh log in ulang, giliran log in ulang malah ga bisa bisa.",1,2023,8,14
"Kenapa kode otp tidak masuk ke sms/gmail?, padahal tadi pagi masih bisa digunakan sekarang malah akunnya k logout sendiri.",2,2023,8,14
"Mau daftar lama bgt loadingnya heran, pdhl sinyal stabil",1,2023,8,14
"Aplikasinya lemot banget, udh sejam login ga masuk masuk",1,2023,8,14
"Habis update buat login ulang gabisa2, masih stuck di halaman isi nomer telfon/email. Padahal sms otp dah masuk tapi masih aja muter disitu, udah pakai wifi, kuota sampai wifi lain juga sama. Tolong diperbaiki lagi",1,2023,8,14
Aplikasi nya hbs update otomatis kok lemot bgt yaa,1,2023,8,14
"Mau masuk susah banget,picture udah oke... Jaringan kayak masuk ke aplikasi 2G,susah banget... Tolong diperbaiki,mau pesan tiket susahnya minta ampun... Terpaksa beli pakai Shopee,yang mencari tempat duduk terbatas.. 🤦‍♂️🤦‍♂️🤦‍♂️",1,2023,8,14
Uda top up sekaliny gnti pin gk bisa. Web ngebug. Skr mau beli tiket gbs dibuka app,2,2023,8,14
Setelah update terbaru kog malah gak bisa masuk login ya. Lama banget gak masuk2,2,2023,8,14
Hadechh kok gk bisa di buka sih. Makin gk beres aplikasi bgus mlah gnti.piye tow,2,2023,8,14
"Lebih bagus Aplikasi KAI yang lama karena lebih ringan dan simple. Aplikasi KAI update yang sekarang terasa lebih berat, masih banyak bug dan banyak fitur yang tidak perlu.",1,2023,8,14
"Apaan lama bgt, log in aja butuh waktu lama bgt. Otp udah benar, udah tepat waktu tapi loadingnya yg lama. Jaringan udah bagus bgt. Bikin emosi, udah buru2 harus pesan tiket malah gini loh. Nyebelin bgt",1,2023,8,14
"Kenapa tiba tiba berubah sendiri aplikasinya dan kualitas aplikasinya malah downgrade sih. Pas mau dibuka aplikasinya nggak bisa, ditungguin mulai sampek di stasiun sampai kereta dateng nggak bisa kebuka padahal mau nyetak tiket. Untung sebelumnya udah sempetin SS dulu kode bookingnya. Mending kembaliin kayak sebelumnya aja deh",1,2023,8,14
"Parah banget. Update pas ditanggal² sibuk, plis deh ini mau beli tiket buat kuliah, udah unduh qris tinggal bayar doang tapi nggak bisa. Alhasil di update, tapi malah lemot parah. Mau masuk ke akun aja susah banget, mana war tiket lagi. Kesel parah. Kalau mau update di cek dulu dong yang bener, dicoba sendiri dulu kek, apa gimana kek. Loading terus nih, masuk pake akun google pun nggak bisa, disuruh ngulang terus, mana nunggunya lama lagi",1,2023,8,14
Setelah di update malah semakin memburuk. Sering log out sendiri dan tidak bisa log in,1,2023,8,14
Untuk update terbaru perlu dikritisi mengenai proses loading yang sangat lelet. Mau buka aplikasi aja bsa smpai hampir ketinggalan kereta buat loading doang,1,2023,8,14
Kenapa ya setelah di update malah banya erornya saya masukin akun saya malah kagak bisa bisa ini ga bisa bikin akun/login ya tolong segera di perbaiki saya sudah nyoba beberapa kali login tidak dapat login,2,2023,8,14
"Ini aplikasi napa diem aja dah kaga gerak2, lemot bgt. Mau booking tiket malah bikin pusing !!!",1,2023,8,14
"jelek lemot bgt,hampir ketinggalan kereta",1,2023,8,14
"Terlalu banyak fitur sebabkan bugs unidentified. Kurangi fitur yang gak penting, VOD atau non urgensi bisa diarahkan pakai webbased yang disematkan ke aplikasi. Jangan jadi satu server. Login aja 5 menit (update 14 Agustus 2023).",1,2023,8,14
Bagus sih ada beberapa bagian menu yg bukanya cepat. Tapi sering log out dan sulit masuk ke app lagi. Bahkan hari ini ter log out tp gak bisa log in lagi.Mungkin kedepannya ada opsi pembayaran Comuter selain pakai KAIPay. Mohon app nya segera diperbaiki.,2,2023,8,14
Di upgrade bukannya makin bagus malah tambah jelekkkkkkkkl kasih tah team it nya kalo gk bisa upgrade mending belajar lagi,1,2023,8,14
"Udah bagus versi lama, udah tiba tiba update terus makin lemot. Mau login susah banget, harusnya update untuk apk lebih baik",1,2023,8,14
"Aplikasinya susah dibuka...masa mau pesan tiket aja sekarang jadi susah banget utk dibuka....klo orang lagi butuh cepat gk kepake banget deh ....soalnya saya mau order, tapi selalu gagal log in",2,2023,8,14
"Mohon diperbaiki lagi appnya, karena kalo saya buka apapun suka lemot dan juga tiba tiba logout sendiri. Payah....",1,2023,8,14
"Setelah update versi terbaru,sudah masukan no hp,pas minta corde verifikasi muter2 terus",1,2023,8,14
"Menyebalkan, tampilan terbaru aplikasi jelek. Tiba2 log out, mau log in lagi susah, sudah dua kali instal ulang",1,2023,8,14
"Tiba² logout sndiri, pas mau masuk malah loading lamaaa pollllll",1,2023,8,14
Kenapa setelah di update waktu log in ulang jadi lemot bangett,2,2023,8,14
"setelah updet malah makin buruk. harus login ulang+loadingnya lama, malah bikin emosi",2,2023,8,14
Baru sdar hbis di update baru malah gk bisa login lemot loading nunggu 30 menit gk masuk2. . Lofin via email dan no hp masih loading trus 30 menit lebih. . Hmm sering pake ini klo gini mah mending uninstall aja . .,1,2023,8,14
Apdet tanpa sepengetahuan saya udah pesan tiket semalem tapi sekarang gabisa login dan terpaksa harus beli tiket lagi di aplikasi lain,1,2023,8,14
"Setelah upgrade kok jadi nge bug ya,,susah masuk ,login dan Lainnya",1,2023,8,14
"Login jadi lama setelah di perbarui, gabisa masuk ke aplikasi. Coba tolong di perbaiki",1,2023,8,14
Lemot kali ya habis diupdate padahal sebelumnya cepet banget satset habis diupdate malah lemot banget,1,2023,8,14
"ini upgrade bukannya makin sat set, tapi malah bikin ikan LELE_t.",2,2023,8,14
Maaf ya untuk update terbaru ini parah bgt. Buka aplikasi aja lebih dr dua menit cuma muncul logo aja. Tolong template pas bagian pilih kursi dikasih lihat.. ga kelihatan kasian kalau pengguna ga teliti membacanya pasti terlewat,1,2023,8,14
"Aslii,, ini kenapaa yahhh baru pesen tiket tdi pagiii. Siangnya malah apknya nda bisa dibuka,,, lemottt bangettt. Tiba2 upgrade,, mending versi yg lama lebih enak",1,2023,8,14
Please ya harusnya kalo udah di perbarui itu makin cepet makin bagus inimah malah ngelag Mulu mau log in ngapa sih??tolong ya PT KAI yang terhormat perbaiki lagi aplikasi nya yang terbaru 🙏🙏,1,2023,8,14
Diupdate malah jadi log out akun..mana lama lagi proses log in..team IT mending di matengin dl softwarenya baru dilempar ke publik..dah gitu aj,1,2023,8,14
